Table PNG,Table Rendering,Dataset Number,Topic,Condition,Repetition,Header1, Column
DS1_anime_plain1.png,33,1,anime,plain,1,Score,J
DS2_anime_plain2.png,34,2,anime,plain,2,Plan to Watch,I
DS3_anime_plain3.png,35,3,anime,plain,3,Popularity,G
DS4_anime_plain4.png,36,4,anime,plain,4,Score,K
DS5_cereal_zebra1.png,21,5,cereal,zebra,1,Sodium,I
DS6_cereal_zebra2.png,22,6,cereal,zebra,2,Score,H
DS7_cereal_zebra3.png,23,7,cereal,zebra,3,Carbo,J
DS8_cereal_zebra4.png,24,8,cereal,zebra,4,Sodium,K
DS9_candy_color1.png,9,9,candy,color,1,Hard,K
DS10_candy_color2.png,10,10,candy,color,2,SugarPercent,J
DS11_candy_color3.png,11,11,candy,color,3,Caramel,G
DS12_candy_color4.png,12,12,candy,color,4,SugarPercent,I
DS13_movie_bar1.png,61,13,movie,bar,1,Fandango,H
DS14_movie_bar2.png,62,14,movie,bar,2,Hulu,I
DS15_movie_bar3.png,63,15,movie,bar,3,PluggedIn,J
DS16_movie_bar4.png,64,16,movie,bar,4,Netflix,G
DS1_anime_plain1.png,33,1,anime,plain,1,Score,J
DS2_anime_plain2.png,34,2,anime,plain,2,Plan to Watch,I
DS3_anime_plain3.png,35,3,anime,plain,3,Popularity,G
DS4_anime_plain4.png,36,4,anime,plain,4,Score,K
DS5_cereal_zebra1.png,21,5,cereal,zebra,1,Sodium,I
DS6_cereal_zebra2.png,22,6,cereal,zebra,2,Score,H
DS7_cereal_zebra3.png,23,7,cereal,zebra,3,Carbo,J
DS8_cereal_zebra4.png,24,8,cereal,zebra,4,Sodium,K
DS9_candy_color1.png,9,9,candy,color,1,Hard,K
DS10_candy_color2.png,10,10,candy,color,2,SugarPercent,J
DS11_candy_color3.png,11,11,candy,color,3,Caramel,G
DS12_candy_color4.png,12,12,candy,color,4,SugarPercent,I
DS13_movie_bar1.png,61,13,movie,bar,1,Fandango,H
DS14_movie_bar2.png,62,14,movie,bar,2,Hulu,I
DS15_movie_bar3.png,63,15,movie,bar,3,PluggedIn,J
DS16_movie_bar4.png,64,16,movie,bar,4,Netflix,G
DS1_anime_plain1.png,33,1,anime,plain,1,Score,J
DS2_anime_plain2.png,34,2,anime,plain,2,Plan to Watch,I
DS3_anime_plain3.png,35,3,anime,plain,3,Popularity,G
DS4_anime_plain4.png,36,4,anime,plain,4,Score,K
DS5_cereal_zebra1.png,21,5,cereal,zebra,1,Sodium,I
DS6_cereal_zebra2.png,22,6,cereal,zebra,2,Score,H
DS7_cereal_zebra3.png,23,7,cereal,zebra,3,Carbo,J
DS8_cereal_zebra4.png,24,8,cereal,zebra,4,Sodium,K
DS9_candy_color1.png,9,9,candy,color,1,Hard,K
DS10_candy_color2.png,10,10,candy,color,2,SugarPercent,J
DS11_candy_color3.png,11,11,candy,color,3,Caramel,G
DS12_candy_color4.png,12,12,candy,color,4,SugarPercent,I
DS13_movie_bar1.png,61,13,movie,bar,1,Fandango,H
DS14_movie_bar2.png,62,14,movie,bar,2,Hulu,I
DS15_movie_bar3.png,63,15,movie,bar,3,PluggedIn,J
DS16_movie_bar4.png,64,16,movie,bar,4,Netflix,G
DS1_anime_plain1.png,33,1,anime,plain,1,Score,J
DS2_anime_plain2.png,34,2,anime,plain,2,Plan to Watch,I
DS3_anime_plain3.png,35,3,anime,plain,3,Popularity,G
DS4_anime_plain4.png,36,4,anime,plain,4,Score,K
DS5_cereal_zebra1.png,21,5,cereal,zebra,1,Sodium,I
DS6_cereal_zebra2.png,22,6,cereal,zebra,2,Score,H
DS7_cereal_zebra3.png,23,7,cereal,zebra,3,Carbo,J
DS8_cereal_zebra4.png,24,8,cereal,zebra,4,Sodium,K
DS9_candy_color1.png,9,9,candy,color,1,Hard,K
DS10_candy_color2.png,10,10,candy,color,2,SugarPercent,J
DS11_candy_color3.png,11,11,candy,color,3,Caramel,G
DS12_candy_color4.png,12,12,candy,color,4,SugarPercent,I
DS13_movie_bar1.png,61,13,movie,bar,1,Fandango,H
DS14_movie_bar2.png,62,14,movie,bar,2,Hulu,I
DS15_movie_bar3.png,63,15,movie,bar,3,PluggedIn,J
DS16_movie_bar4.png,64,16,movie,bar,4,Netflix,G
DS1_anime_plain1.png,33,1,anime,plain,1,Score,J
DS2_anime_plain2.png,34,2,anime,plain,2,Plan to Watch,I
DS3_anime_plain3.png,35,3,anime,plain,3,Popularity,G
DS4_anime_plain4.png,36,4,anime,plain,4,Score,K
DS5_cereal_zebra1.png,21,5,cereal,zebra,1,Sodium,I
DS6_cereal_zebra2.png,22,6,cereal,zebra,2,Score,H
DS7_cereal_zebra3.png,23,7,cereal,zebra,3,Carbo,J
DS8_cereal_zebra4.png,24,8,cereal,zebra,4,Sodium,K
DS9_candy_color1.png,9,9,candy,color,1,Hard,K
DS10_candy_color2.png,10,10,candy,color,2,SugarPercent,J
DS11_candy_color3.png,11,11,candy,color,3,Caramel,G
DS12_candy_color4.png,12,12,candy,color,4,SugarPercent,I
DS13_movie_bar1.png,61,13,movie,bar,1,Fandango,H
DS14_movie_bar2.png,62,14,movie,bar,2,Hulu,I
DS15_movie_bar3.png,63,15,movie,bar,3,PluggedIn,J
DS16_movie_bar4.png,64,16,movie,bar,4,Netflix,G
