Table PNG,Table Rendering,Dataset Number,Topic,Condition,Repetition,Header, Column
DS1_anime_zebra1.png,17,1,anime,zebra,1,On-Hold,J
DS2_anime_zebra2.png,18,2,anime,zebra,2,Favorites,I
DS3_anime_zebra3.png,19,3,anime,zebra,3,On-Hold,G
DS4_anime_zebra4.png,20,4,anime,zebra,4,Score,K
DS5_cereal_color1.png,5,5,cereal,color,1,Sodium,I
DS6_cereal_color2.png,6,6,cereal,color,2,Carbo,H
DS7_cereal_color3.png,7,7,cereal,color,3,Protein,J
DS8_cereal_color4.png,8,8,cereal,color,4,Fat,K
DS9_candy_plain1.png,41,9,candy,plain,1,Fruity,K
DS10_candy_plain2.png,42,10,candy,plain,2,Rating,J
DS11_candy_plain3.png,43,11,candy,plain,3,Pluribus,G
DS12_candy_plain4.png,44,12,candy,plain,4,Nougat,I
DS13_movie_bar1.png,61,13,movie,bar,1,Fandango,H
DS14_movie_bar2.png,62,14,movie,bar,2,Hulu,I
DS15_movie_bar3.png,63,15,movie,bar,3,PluggedIn,J
DS16_movie_bar4.png,64,16,movie,bar,4,Netflix,G
DS1_anime_zebra1.png,17,1,anime,zebra,1,On-Hold,J
DS2_anime_zebra2.png,18,2,anime,zebra,2,Favorites,I
DS3_anime_zebra3.png,19,3,anime,zebra,3,On-Hold,G
DS4_anime_zebra4.png,20,4,anime,zebra,4,Score,K
DS5_cereal_color1.png,5,5,cereal,color,1,Sodium,I
DS6_cereal_color2.png,6,6,cereal,color,2,Carbo,H
DS7_cereal_color3.png,7,7,cereal,color,3,Protein,J
DS8_cereal_color4.png,8,8,cereal,color,4,Fat,K
DS9_candy_plain1.png,41,9,candy,plain,1,Fruity,K
DS10_candy_plain2.png,42,10,candy,plain,2,Rating,J
DS11_candy_plain3.png,43,11,candy,plain,3,Pluribus,G
DS12_candy_plain4.png,44,12,candy,plain,4,Nougat,I
DS13_movie_bar1.png,61,13,movie,bar,1,Fandango,H
DS14_movie_bar2.png,62,14,movie,bar,2,Hulu,I
DS15_movie_bar3.png,63,15,movie,bar,3,PluggedIn,J
DS16_movie_bar4.png,64,16,movie,bar,4,Netflix,G
DS1_anime_zebra1.png,17,1,anime,zebra,1,On-Hold,J
DS2_anime_zebra2.png,18,2,anime,zebra,2,Favorites,I
DS3_anime_zebra3.png,19,3,anime,zebra,3,On-Hold,G
DS4_anime_zebra4.png,20,4,anime,zebra,4,Score,K
DS5_cereal_color1.png,5,5,cereal,color,1,Sodium,I
DS6_cereal_color2.png,6,6,cereal,color,2,Carbo,H
DS7_cereal_color3.png,7,7,cereal,color,3,Protein,J
DS8_cereal_color4.png,8,8,cereal,color,4,Fat,K
DS9_candy_plain1.png,41,9,candy,plain,1,Fruity,K
DS10_candy_plain2.png,42,10,candy,plain,2,Rating,J
DS11_candy_plain3.png,43,11,candy,plain,3,Pluribus,G
DS12_candy_plain4.png,44,12,candy,plain,4,Nougat,I
DS13_movie_bar1.png,61,13,movie,bar,1,Fandango,H
DS14_movie_bar2.png,62,14,movie,bar,2,Hulu,I
DS15_movie_bar3.png,63,15,movie,bar,3,PluggedIn,J
DS16_movie_bar4.png,64,16,movie,bar,4,Netflix,G
DS1_anime_zebra1.png,17,1,anime,zebra,1,On-Hold,J
DS2_anime_zebra2.png,18,2,anime,zebra,2,Favorites,I
DS3_anime_zebra3.png,19,3,anime,zebra,3,On-Hold,G
DS4_anime_zebra4.png,20,4,anime,zebra,4,Score,K
DS5_cereal_color1.png,5,5,cereal,color,1,Sodium,I
DS6_cereal_color2.png,6,6,cereal,color,2,Carbo,H
DS7_cereal_color3.png,7,7,cereal,color,3,Protein,J
DS8_cereal_color4.png,8,8,cereal,color,4,Fat,K
DS9_candy_plain1.png,41,9,candy,plain,1,Fruity,K
DS10_candy_plain2.png,42,10,candy,plain,2,Rating,J
DS11_candy_plain3.png,43,11,candy,plain,3,Pluribus,G
DS12_candy_plain4.png,44,12,candy,plain,4,Nougat,I
DS13_movie_bar1.png,61,13,movie,bar,1,Fandango,H
DS14_movie_bar2.png,62,14,movie,bar,2,Hulu,I
DS15_movie_bar3.png,63,15,movie,bar,3,PluggedIn,J
DS16_movie_bar4.png,64,16,movie,bar,4,Netflix,G
DS1_anime_zebra1.png,17,1,anime,zebra,1,On-Hold,J
DS2_anime_zebra2.png,18,2,anime,zebra,2,Favorites,I
DS3_anime_zebra3.png,19,3,anime,zebra,3,On-Hold,G
DS4_anime_zebra4.png,20,4,anime,zebra,4,Score,K
DS5_cereal_color1.png,5,5,cereal,color,1,Sodium,I
DS6_cereal_color2.png,6,6,cereal,color,2,Carbo,H
DS7_cereal_color3.png,7,7,cereal,color,3,Protein,J
DS8_cereal_color4.png,8,8,cereal,color,4,Fat,K
DS9_candy_plain1.png,41,9,candy,plain,1,Fruity,K
DS10_candy_plain2.png,42,10,candy,plain,2,Rating,J
DS11_candy_plain3.png,43,11,candy,plain,3,Pluribus,G
DS12_candy_plain4.png,44,12,candy,plain,4,Nougat,I
DS13_movie_bar1.png,61,13,movie,bar,1,Fandango,H
DS14_movie_bar2.png,62,14,movie,bar,2,Hulu,I
DS15_movie_bar3.png,63,15,movie,bar,3,PluggedIn,J
DS16_movie_bar4.png,64,16,movie,bar,4,Netflix,G
