Table PNG,Table Rendering,Dataset Number,Topic,Condition,Repetition,Header1, Column
DS1_anime_zebra1.png,17,1,anime,zebra,1,On-Hold,J
DS2_anime_zebra2.png,18,2,anime,zebra,2,Favorites,I
DS3_anime_zebra3.png,19,3,anime,zebra,3,On-Hold,G
DS4_anime_zebra4.png,20,4,anime,zebra,4,Score,K
DS5_cereal_bar1.png,53,5,cereal,bar,1,Carbo,I
DS6_cereal_bar2.png,54,6,cereal,bar,2,Sodium,H
DS7_cereal_bar3.png,55,7,cereal,bar,3,Carbo,J
DS8_cereal_bar4.png,56,8,cereal,bar,4,Sugars,K
DS9_candy_color1.png,9,9,candy,color,1,Hard,K
DS10_candy_color2.png,10,10,candy,color,2,SugarPercent,J
DS11_candy_color3.png,11,11,candy,color,3,Caramel,G
DS12_candy_color4.png,12,12,candy,color,4,SugarPercent,I
DS13_movie_plain1.png,45,13,movie,plain,1,Hulu,H
DS14_movie_plain2.png,46,14,movie,plain,2,MrQE,I
DS15_movie_plain3.png,47,15,movie,plain,3,Netflix,J
DS16_movie_plain4.png,48,16,movie,plain,4,Hulu,G
DS1_anime_zebra1.png,17,1,anime,zebra,1,On-Hold,J
DS2_anime_zebra2.png,18,2,anime,zebra,2,Favorites,I
DS3_anime_zebra3.png,19,3,anime,zebra,3,On-Hold,G
DS4_anime_zebra4.png,20,4,anime,zebra,4,Score,K
DS5_cereal_bar1.png,53,5,cereal,bar,1,Carbo,I
DS6_cereal_bar2.png,54,6,cereal,bar,2,Sodium,H
DS7_cereal_bar3.png,55,7,cereal,bar,3,Carbo,J
DS8_cereal_bar4.png,56,8,cereal,bar,4,Sugars,K
DS9_candy_color1.png,9,9,candy,color,1,Hard,K
DS10_candy_color2.png,10,10,candy,color,2,SugarPercent,J
DS11_candy_color3.png,11,11,candy,color,3,Caramel,G
DS12_candy_color4.png,12,12,candy,color,4,SugarPercent,I
DS13_movie_plain1.png,45,13,movie,plain,1,Hulu,H
DS14_movie_plain2.png,46,14,movie,plain,2,MrQE,I
DS15_movie_plain3.png,47,15,movie,plain,3,Netflix,J
DS16_movie_plain4.png,48,16,movie,plain,4,Hulu,G
DS1_anime_zebra1.png,17,1,anime,zebra,1,On-Hold,J
DS2_anime_zebra2.png,18,2,anime,zebra,2,Favorites,I
DS3_anime_zebra3.png,19,3,anime,zebra,3,On-Hold,G
DS4_anime_zebra4.png,20,4,anime,zebra,4,Score,K
DS5_cereal_bar1.png,53,5,cereal,bar,1,Carbo,I
DS6_cereal_bar2.png,54,6,cereal,bar,2,Sodium,H
DS7_cereal_bar3.png,55,7,cereal,bar,3,Carbo,J
DS8_cereal_bar4.png,56,8,cereal,bar,4,Sugars,K
DS9_candy_color1.png,9,9,candy,color,1,Hard,K
DS10_candy_color2.png,10,10,candy,color,2,SugarPercent,J
DS11_candy_color3.png,11,11,candy,color,3,Caramel,G
DS12_candy_color4.png,12,12,candy,color,4,SugarPercent,I
DS13_movie_plain1.png,45,13,movie,plain,1,Hulu,H
DS14_movie_plain2.png,46,14,movie,plain,2,MrQE,I
DS15_movie_plain3.png,47,15,movie,plain,3,Netflix,J
DS16_movie_plain4.png,48,16,movie,plain,4,Hulu,G
DS1_anime_zebra1.png,17,1,anime,zebra,1,On-Hold,J
DS2_anime_zebra2.png,18,2,anime,zebra,2,Favorites,I
DS3_anime_zebra3.png,19,3,anime,zebra,3,On-Hold,G
DS4_anime_zebra4.png,20,4,anime,zebra,4,Score,K
DS5_cereal_bar1.png,53,5,cereal,bar,1,Carbo,I
DS6_cereal_bar2.png,54,6,cereal,bar,2,Sodium,H
DS7_cereal_bar3.png,55,7,cereal,bar,3,Carbo,J
DS8_cereal_bar4.png,56,8,cereal,bar,4,Sugars,K
DS9_candy_color1.png,9,9,candy,color,1,Hard,K
DS10_candy_color2.png,10,10,candy,color,2,SugarPercent,J
DS11_candy_color3.png,11,11,candy,color,3,Caramel,G
DS12_candy_color4.png,12,12,candy,color,4,SugarPercent,I
DS13_movie_plain1.png,45,13,movie,plain,1,Hulu,H
DS14_movie_plain2.png,46,14,movie,plain,2,MrQE,I
DS15_movie_plain3.png,47,15,movie,plain,3,Netflix,J
DS16_movie_plain4.png,48,16,movie,plain,4,Hulu,G
DS1_anime_zebra1.png,17,1,anime,zebra,1,On-Hold,J
DS2_anime_zebra2.png,18,2,anime,zebra,2,Favorites,I
DS3_anime_zebra3.png,19,3,anime,zebra,3,On-Hold,G
DS4_anime_zebra4.png,20,4,anime,zebra,4,Score,K
DS5_cereal_bar1.png,53,5,cereal,bar,1,Carbo,I
DS6_cereal_bar2.png,54,6,cereal,bar,2,Sodium,H
DS7_cereal_bar3.png,55,7,cereal,bar,3,Carbo,J
DS8_cereal_bar4.png,56,8,cereal,bar,4,Sugars,K
DS9_candy_color1.png,9,9,candy,color,1,Hard,K
DS10_candy_color2.png,10,10,candy,color,2,SugarPercent,J
DS11_candy_color3.png,11,11,candy,color,3,Caramel,G
DS12_candy_color4.png,12,12,candy,color,4,SugarPercent,I
DS13_movie_plain1.png,45,13,movie,plain,1,Hulu,H
DS14_movie_plain2.png,46,14,movie,plain,2,MrQE,I
DS15_movie_plain3.png,47,15,movie,plain,3,Netflix,J
DS16_movie_plain4.png,48,16,movie,plain,4,Hulu,G
