Table PNG,Table Rendering,Dataset Number,Topic,Condition,Repetition,Header, Column
DS1_anime_plain1.png,33,1,anime,plain,1,Score,J
DS2_anime_plain2.png,34,2,anime,plain,2,Plan to Watch,I
DS3_anime_plain3.png,35,3,anime,plain,3,Popularity,G
DS4_anime_plain4.png,36,4,anime,plain,4,Score,K
DS5_cereal_color1.png,5,5,cereal,color,1,Sodium,I
DS6_cereal_color2.png,6,6,cereal,color,2,Carbo,H
DS7_cereal_color3.png,7,7,cereal,color,3,Protein,J
DS8_cereal_color4.png,8,8,cereal,color,4,Fat,K
DS9_candy_bar1.png,57,9,candy,bar,1,Rating,K
DS10_candy_bar2.png,58,10,candy,bar,2,Caramel,J
DS11_candy_bar3.png,59,11,candy,bar,3,SugarPercent,G
DS12_candy_bar4.png,60,12,candy,bar,4,Bar,I
DS13_movie_zebra1.png,29,13,movie,zebra,1,Fandango,H
DS14_movie_zebra2.png,30,14,movie,zebra,2,PluggedIn,I
DS15_movie_zebra3.png,31,15,movie,zebra,3,Hulu,J
DS16_movie_zebra4.png,32,16,movie,zebra,4,Metacritic,G
DS1_anime_plain1.png,33,1,anime,plain,1,Score,J
DS2_anime_plain2.png,34,2,anime,plain,2,Plan to Watch,I
DS3_anime_plain3.png,35,3,anime,plain,3,Popularity,G
DS4_anime_plain4.png,36,4,anime,plain,4,Score,K
DS5_cereal_color1.png,5,5,cereal,color,1,Sodium,I
DS6_cereal_color2.png,6,6,cereal,color,2,Carbo,H
DS7_cereal_color3.png,7,7,cereal,color,3,Protein,J
DS8_cereal_color4.png,8,8,cereal,color,4,Fat,K
DS9_candy_bar1.png,57,9,candy,bar,1,Rating,K
DS10_candy_bar2.png,58,10,candy,bar,2,Caramel,J
DS11_candy_bar3.png,59,11,candy,bar,3,SugarPercent,G
DS12_candy_bar4.png,60,12,candy,bar,4,Bar,I
DS13_movie_zebra1.png,29,13,movie,zebra,1,Fandango,H
DS14_movie_zebra2.png,30,14,movie,zebra,2,PluggedIn,I
DS15_movie_zebra3.png,31,15,movie,zebra,3,Hulu,J
DS16_movie_zebra4.png,32,16,movie,zebra,4,Metacritic,G
DS1_anime_plain1.png,33,1,anime,plain,1,Score,J
DS2_anime_plain2.png,34,2,anime,plain,2,Plan to Watch,I
DS3_anime_plain3.png,35,3,anime,plain,3,Popularity,G
DS4_anime_plain4.png,36,4,anime,plain,4,Score,K
DS5_cereal_color1.png,5,5,cereal,color,1,Sodium,I
DS6_cereal_color2.png,6,6,cereal,color,2,Carbo,H
DS7_cereal_color3.png,7,7,cereal,color,3,Protein,J
DS8_cereal_color4.png,8,8,cereal,color,4,Fat,K
DS9_candy_bar1.png,57,9,candy,bar,1,Rating,K
DS10_candy_bar2.png,58,10,candy,bar,2,Caramel,J
DS11_candy_bar3.png,59,11,candy,bar,3,SugarPercent,G
DS12_candy_bar4.png,60,12,candy,bar,4,Bar,I
DS13_movie_zebra1.png,29,13,movie,zebra,1,Fandango,H
DS14_movie_zebra2.png,30,14,movie,zebra,2,PluggedIn,I
DS15_movie_zebra3.png,31,15,movie,zebra,3,Hulu,J
DS16_movie_zebra4.png,32,16,movie,zebra,4,Metacritic,G
DS1_anime_plain1.png,33,1,anime,plain,1,Score,J
DS2_anime_plain2.png,34,2,anime,plain,2,Plan to Watch,I
DS3_anime_plain3.png,35,3,anime,plain,3,Popularity,G
DS4_anime_plain4.png,36,4,anime,plain,4,Score,K
DS5_cereal_color1.png,5,5,cereal,color,1,Sodium,I
DS6_cereal_color2.png,6,6,cereal,color,2,Carbo,H
DS7_cereal_color3.png,7,7,cereal,color,3,Protein,J
DS8_cereal_color4.png,8,8,cereal,color,4,Fat,K
DS9_candy_bar1.png,57,9,candy,bar,1,Rating,K
DS10_candy_bar2.png,58,10,candy,bar,2,Caramel,J
DS11_candy_bar3.png,59,11,candy,bar,3,SugarPercent,G
DS12_candy_bar4.png,60,12,candy,bar,4,Bar,I
DS13_movie_zebra1.png,29,13,movie,zebra,1,Fandango,H
DS14_movie_zebra2.png,30,14,movie,zebra,2,PluggedIn,I
DS15_movie_zebra3.png,31,15,movie,zebra,3,Hulu,J
DS16_movie_zebra4.png,32,16,movie,zebra,4,Metacritic,G
DS1_anime_plain1.png,33,1,anime,plain,1,Score,J
DS2_anime_plain2.png,34,2,anime,plain,2,Plan to Watch,I
DS3_anime_plain3.png,35,3,anime,plain,3,Popularity,G
DS4_anime_plain4.png,36,4,anime,plain,4,Score,K
DS5_cereal_color1.png,5,5,cereal,color,1,Sodium,I
DS6_cereal_color2.png,6,6,cereal,color,2,Carbo,H
DS7_cereal_color3.png,7,7,cereal,color,3,Protein,J
DS8_cereal_color4.png,8,8,cereal,color,4,Fat,K
DS9_candy_bar1.png,57,9,candy,bar,1,Rating,K
DS10_candy_bar2.png,58,10,candy,bar,2,Caramel,J
DS11_candy_bar3.png,59,11,candy,bar,3,SugarPercent,G
DS12_candy_bar4.png,60,12,candy,bar,4,Bar,I
DS13_movie_zebra1.png,29,13,movie,zebra,1,Fandango,H
DS14_movie_zebra2.png,30,14,movie,zebra,2,PluggedIn,I
DS15_movie_zebra3.png,31,15,movie,zebra,3,Hulu,J
DS16_movie_zebra4.png,32,16,movie,zebra,4,Metacritic,G
