Table PNG,Table Rendering,Dataset Number,Topic,Condition,Repetition,Header, Column
DS1_anime_zebra1.png,17,1,anime,zebra,1,On-Hold,J
DS2_anime_zebra2.png,18,2,anime,zebra,2,Favorites,I
DS3_anime_zebra3.png,19,3,anime,zebra,3,On-Hold,G
DS4_anime_zebra4.png,20,4,anime,zebra,4,Score,K
DS5_cereal_plain1.png,37,5,cereal,plain,1,Potassium,I
DS6_cereal_plain2.png,38,6,cereal,plain,2,Carbo,H
DS7_cereal_plain3.png,39,7,cereal,plain,3,Score,J
DS8_cereal_plain4.png,40,8,cereal,plain,4,Vitamins,K
DS9_candy_color1.png,9,9,candy,color,1,Hard,K
DS10_candy_color2.png,10,10,candy,color,2,SugarPercent,J
DS11_candy_color3.png,11,11,candy,color,3,Caramel,G
DS12_candy_color4.png,12,12,candy,color,4,SugarPercent,I
DS13_movie_bar1.png,61,13,movie,bar,1,Fandango,H
DS14_movie_bar2.png,62,14,movie,bar,2,Hulu,I
DS15_movie_bar3.png,63,15,movie,bar,3,PluggedIn,J
DS16_movie_bar4.png,64,16,movie,bar,4,Netflix,G
DS1_anime_zebra1.png,17,1,anime,zebra,1,On-Hold,J
DS2_anime_zebra2.png,18,2,anime,zebra,2,Favorites,I
DS3_anime_zebra3.png,19,3,anime,zebra,3,On-Hold,G
DS4_anime_zebra4.png,20,4,anime,zebra,4,Score,K
DS5_cereal_plain1.png,37,5,cereal,plain,1,Potassium,I
DS6_cereal_plain2.png,38,6,cereal,plain,2,Carbo,H
DS7_cereal_plain3.png,39,7,cereal,plain,3,Score,J
DS8_cereal_plain4.png,40,8,cereal,plain,4,Vitamins,K
DS9_candy_color1.png,9,9,candy,color,1,Hard,K
DS10_candy_color2.png,10,10,candy,color,2,SugarPercent,J
DS11_candy_color3.png,11,11,candy,color,3,Caramel,G
DS12_candy_color4.png,12,12,candy,color,4,SugarPercent,I
DS13_movie_bar1.png,61,13,movie,bar,1,Fandango,H
DS14_movie_bar2.png,62,14,movie,bar,2,Hulu,I
DS15_movie_bar3.png,63,15,movie,bar,3,PluggedIn,J
DS16_movie_bar4.png,64,16,movie,bar,4,Netflix,G
DS1_anime_zebra1.png,17,1,anime,zebra,1,On-Hold,J
DS2_anime_zebra2.png,18,2,anime,zebra,2,Favorites,I
DS3_anime_zebra3.png,19,3,anime,zebra,3,On-Hold,G
DS4_anime_zebra4.png,20,4,anime,zebra,4,Score,K
DS5_cereal_plain1.png,37,5,cereal,plain,1,Potassium,I
DS6_cereal_plain2.png,38,6,cereal,plain,2,Carbo,H
DS7_cereal_plain3.png,39,7,cereal,plain,3,Score,J
DS8_cereal_plain4.png,40,8,cereal,plain,4,Vitamins,K
DS9_candy_color1.png,9,9,candy,color,1,Hard,K
DS10_candy_color2.png,10,10,candy,color,2,SugarPercent,J
DS11_candy_color3.png,11,11,candy,color,3,Caramel,G
DS12_candy_color4.png,12,12,candy,color,4,SugarPercent,I
DS13_movie_bar1.png,61,13,movie,bar,1,Fandango,H
DS14_movie_bar2.png,62,14,movie,bar,2,Hulu,I
DS15_movie_bar3.png,63,15,movie,bar,3,PluggedIn,J
DS16_movie_bar4.png,64,16,movie,bar,4,Netflix,G
DS1_anime_zebra1.png,17,1,anime,zebra,1,On-Hold,J
DS2_anime_zebra2.png,18,2,anime,zebra,2,Favorites,I
DS3_anime_zebra3.png,19,3,anime,zebra,3,On-Hold,G
DS4_anime_zebra4.png,20,4,anime,zebra,4,Score,K
DS5_cereal_plain1.png,37,5,cereal,plain,1,Potassium,I
DS6_cereal_plain2.png,38,6,cereal,plain,2,Carbo,H
DS7_cereal_plain3.png,39,7,cereal,plain,3,Score,J
DS8_cereal_plain4.png,40,8,cereal,plain,4,Vitamins,K
DS9_candy_color1.png,9,9,candy,color,1,Hard,K
DS10_candy_color2.png,10,10,candy,color,2,SugarPercent,J
DS11_candy_color3.png,11,11,candy,color,3,Caramel,G
DS12_candy_color4.png,12,12,candy,color,4,SugarPercent,I
DS13_movie_bar1.png,61,13,movie,bar,1,Fandango,H
DS14_movie_bar2.png,62,14,movie,bar,2,Hulu,I
DS15_movie_bar3.png,63,15,movie,bar,3,PluggedIn,J
DS16_movie_bar4.png,64,16,movie,bar,4,Netflix,G
DS1_anime_zebra1.png,17,1,anime,zebra,1,On-Hold,J
DS2_anime_zebra2.png,18,2,anime,zebra,2,Favorites,I
DS3_anime_zebra3.png,19,3,anime,zebra,3,On-Hold,G
DS4_anime_zebra4.png,20,4,anime,zebra,4,Score,K
DS5_cereal_plain1.png,37,5,cereal,plain,1,Potassium,I
DS6_cereal_plain2.png,38,6,cereal,plain,2,Carbo,H
DS7_cereal_plain3.png,39,7,cereal,plain,3,Score,J
DS8_cereal_plain4.png,40,8,cereal,plain,4,Vitamins,K
DS9_candy_color1.png,9,9,candy,color,1,Hard,K
DS10_candy_color2.png,10,10,candy,color,2,SugarPercent,J
DS11_candy_color3.png,11,11,candy,color,3,Caramel,G
DS12_candy_color4.png,12,12,candy,color,4,SugarPercent,I
DS13_movie_bar1.png,61,13,movie,bar,1,Fandango,H
DS14_movie_bar2.png,62,14,movie,bar,2,Hulu,I
DS15_movie_bar3.png,63,15,movie,bar,3,PluggedIn,J
DS16_movie_bar4.png,64,16,movie,bar,4,Netflix,G
