Table PNG,Table Rendering,Dataset Number,Topic,Condition,Repetition,Header1, Column
DS1_anime_bar1.png,49,1,anime,bar,1,Completed,J
DS2_anime_bar2.png,50,2,anime,bar,2,Members,I
DS3_anime_bar3.png,51,3,anime,bar,3,Ranked,G
DS4_anime_bar4.png,52,4,anime,bar,4,Score,K
DS5_cereal_color1.png,5,5,cereal,color,1,Sodium,I
DS6_cereal_color2.png,6,6,cereal,color,2,Carbo,H
DS7_cereal_color3.png,7,7,cereal,color,3,Protein,J
DS8_cereal_color4.png,8,8,cereal,color,4,Fat,K
DS9_candy_plain1.png,41,9,candy,plain,1,Fruity,K
DS10_candy_plain2.png,42,10,candy,plain,2,Rating,J
DS11_candy_plain3.png,43,11,candy,plain,3,Pluribus,G
DS12_candy_plain4.png,44,12,candy,plain,4,Nougat,I
DS13_movie_zebra1.png,29,13,movie,zebra,1,Fandango,H
DS14_movie_zebra2.png,30,14,movie,zebra,2,PluggedIn,I
DS15_movie_zebra3.png,31,15,movie,zebra,3,Hulu,J
DS16_movie_zebra4.png,32,16,movie,zebra,4,Metacritic,G
DS1_anime_bar1.png,49,1,anime,bar,1,Completed,J
DS2_anime_bar2.png,50,2,anime,bar,2,Members,I
DS3_anime_bar3.png,51,3,anime,bar,3,Ranked,G
DS4_anime_bar4.png,52,4,anime,bar,4,Score,K
DS5_cereal_color1.png,5,5,cereal,color,1,Sodium,I
DS6_cereal_color2.png,6,6,cereal,color,2,Carbo,H
DS7_cereal_color3.png,7,7,cereal,color,3,Protein,J
DS8_cereal_color4.png,8,8,cereal,color,4,Fat,K
DS9_candy_plain1.png,41,9,candy,plain,1,Fruity,K
DS10_candy_plain2.png,42,10,candy,plain,2,Rating,J
DS11_candy_plain3.png,43,11,candy,plain,3,Pluribus,G
DS12_candy_plain4.png,44,12,candy,plain,4,Nougat,I
DS13_movie_zebra1.png,29,13,movie,zebra,1,Fandango,H
DS14_movie_zebra2.png,30,14,movie,zebra,2,PluggedIn,I
DS15_movie_zebra3.png,31,15,movie,zebra,3,Hulu,J
DS16_movie_zebra4.png,32,16,movie,zebra,4,Metacritic,G
DS1_anime_bar1.png,49,1,anime,bar,1,Completed,J
DS2_anime_bar2.png,50,2,anime,bar,2,Members,I
DS3_anime_bar3.png,51,3,anime,bar,3,Ranked,G
DS4_anime_bar4.png,52,4,anime,bar,4,Score,K
DS5_cereal_color1.png,5,5,cereal,color,1,Sodium,I
DS6_cereal_color2.png,6,6,cereal,color,2,Carbo,H
DS7_cereal_color3.png,7,7,cereal,color,3,Protein,J
DS8_cereal_color4.png,8,8,cereal,color,4,Fat,K
DS9_candy_plain1.png,41,9,candy,plain,1,Fruity,K
DS10_candy_plain2.png,42,10,candy,plain,2,Rating,J
DS11_candy_plain3.png,43,11,candy,plain,3,Pluribus,G
DS12_candy_plain4.png,44,12,candy,plain,4,Nougat,I
DS13_movie_zebra1.png,29,13,movie,zebra,1,Fandango,H
DS14_movie_zebra2.png,30,14,movie,zebra,2,PluggedIn,I
DS15_movie_zebra3.png,31,15,movie,zebra,3,Hulu,J
DS16_movie_zebra4.png,32,16,movie,zebra,4,Metacritic,G
DS1_anime_bar1.png,49,1,anime,bar,1,Completed,J
DS2_anime_bar2.png,50,2,anime,bar,2,Members,I
DS3_anime_bar3.png,51,3,anime,bar,3,Ranked,G
DS4_anime_bar4.png,52,4,anime,bar,4,Score,K
DS5_cereal_color1.png,5,5,cereal,color,1,Sodium,I
DS6_cereal_color2.png,6,6,cereal,color,2,Carbo,H
DS7_cereal_color3.png,7,7,cereal,color,3,Protein,J
DS8_cereal_color4.png,8,8,cereal,color,4,Fat,K
DS9_candy_plain1.png,41,9,candy,plain,1,Fruity,K
DS10_candy_plain2.png,42,10,candy,plain,2,Rating,J
DS11_candy_plain3.png,43,11,candy,plain,3,Pluribus,G
DS12_candy_plain4.png,44,12,candy,plain,4,Nougat,I
DS13_movie_zebra1.png,29,13,movie,zebra,1,Fandango,H
DS14_movie_zebra2.png,30,14,movie,zebra,2,PluggedIn,I
DS15_movie_zebra3.png,31,15,movie,zebra,3,Hulu,J
DS16_movie_zebra4.png,32,16,movie,zebra,4,Metacritic,G
DS1_anime_bar1.png,49,1,anime,bar,1,Completed,J
DS2_anime_bar2.png,50,2,anime,bar,2,Members,I
DS3_anime_bar3.png,51,3,anime,bar,3,Ranked,G
DS4_anime_bar4.png,52,4,anime,bar,4,Score,K
DS5_cereal_color1.png,5,5,cereal,color,1,Sodium,I
DS6_cereal_color2.png,6,6,cereal,color,2,Carbo,H
DS7_cereal_color3.png,7,7,cereal,color,3,Protein,J
DS8_cereal_color4.png,8,8,cereal,color,4,Fat,K
DS9_candy_plain1.png,41,9,candy,plain,1,Fruity,K
DS10_candy_plain2.png,42,10,candy,plain,2,Rating,J
DS11_candy_plain3.png,43,11,candy,plain,3,Pluribus,G
DS12_candy_plain4.png,44,12,candy,plain,4,Nougat,I
DS13_movie_zebra1.png,29,13,movie,zebra,1,Fandango,H
DS14_movie_zebra2.png,30,14,movie,zebra,2,PluggedIn,I
DS15_movie_zebra3.png,31,15,movie,zebra,3,Hulu,J
DS16_movie_zebra4.png,32,16,movie,zebra,4,Metacritic,G
