task id,Table PNG,Table Rendering,Dataset Number,Topic,Condition,Repetition,Task,1Header,1Column,1Par 1,1Prompt,1Answer,1Answer Column / Row
1,DS1_anime_color1.png,1,1,anime,color,1,Filter,Watching,J,80,"In the 'Watching' column, count how many cells exceed the value of '80' ",7,J
1,DS2_anime_color2.png,2,2,anime,color,2,Filter,Popularity,I,70,"In the 'Popularity' column, count how many cells exceed the value of '70' ",6,I
1,DS3_anime_color3.png,3,3,anime,color,3,Filter,Watching,G,88,"In the 'Watching' column, count how many cells exceed the value of '88' ",5,G
1,DS4_anime_color4.png,4,4,anime,color,4,Filter,Members,K,43,"In the 'Members' column, count how many cells exceed the value of '43' ",8,K
1,DS5_cereal_bar1.png,53,5,cereal,bar,1,Filter,Carbo,I,57,"In the 'Carbo' column, count how many cells exceed the value of '57' ",8,I
1,DS6_cereal_bar2.png,54,6,cereal,bar,2,Filter,Sodium,H,70,"In the 'Sodium' column, count how many cells exceed the value of '70' ",5,H
1,DS7_cereal_bar3.png,55,7,cereal,bar,3,Filter,Carbo,J,45,"In the 'Carbo' column, count how many cells exceed the value of '45' ",6,J
1,DS8_cereal_bar4.png,56,8,cereal,bar,4,Filter,Sugars,K,60,"In the 'Sugars' column, count how many cells exceed the value of '60' ",7,K
1,DS9_candy_plain1.png,41,9,candy,plain,1,Filter,Fruity,K,66,"In the 'Fruity' column, count how many cells exceed the value of '66' ",5,K
1,DS10_candy_plain2.png,42,10,candy,plain,2,Filter,Rating,J,38,"In the 'Rating' column, count how many cells exceed the value of '38' ",8,J
1,DS11_candy_plain3.png,43,11,candy,plain,3,Filter,Pluribus,G,50,"In the 'Pluribus' column, count how many cells exceed the value of '50' ",7,G
1,DS12_candy_plain4.png,44,12,candy,plain,4,Filter,Nougat,I,57,"In the 'Nougat' column, count how many cells exceed the value of '57' ",6,I
1,DS13_movie_zebra1.png,29,13,movie,zebra,1,Filter,Fandango,H,70,"In the 'Fandango' column, count how many cells exceed the value of '70' ",5,H
1,DS14_movie_zebra2.png,30,14,movie,zebra,2,Filter,PluggedIn,I,76,"In the 'PluggedIn' column, count how many cells exceed the value of '76' ",8,I
1,DS15_movie_zebra3.png,31,15,movie,zebra,3,Filter,Hulu,J,54,"In the 'Hulu' column, count how many cells exceed the value of '54' ",7,J
1,DS16_movie_zebra4.png,32,16,movie,zebra,4,Filter,Metacritic,G,57,"In the 'Metacritic' column, count how many cells exceed the value of '57' ",6,G
2,DS1_anime_color1.png,1,1,anime,color,1,Correlation,Episodes,C,0.9584557641748676,Determine which of the last 5 columns is most positively correalated with the first column named 'Episodes' ,Completed,I
2,DS2_anime_color2.png,2,2,anime,color,2,Correlation,Plan to Watch,C,0.9790768125482828,Determine which of the last 5 columns is most positively correalated with the first column named 'Plan to Watch' ,Favorites,L
2,DS3_anime_color3.png,3,3,anime,color,3,Correlation,Completed,C,0.9922747576934068,Determine which of the last 5 columns is most positively correalated with the first column named 'Completed' ,Episodes,K
2,DS4_anime_color4.png,4,4,anime,color,4,Correlation,Score,C,0.9994148327618344,Determine which of the last 5 columns is most positively correalated with the first column named 'Score' ,Dropped,J
2,DS5_cereal_bar1.png,53,5,cereal,bar,1,Correlation,Potassium,C,0.9994148327618346,Determine which of the last 5 columns is most positively correalated with the first column named 'Potassium' ,Sugars,K
2,DS6_cereal_bar2.png,54,6,cereal,bar,2,Correlation,Calories,C,0.9922747576934068,Determine which of the last 5 columns is most positively correalated with the first column named 'Calories' ,Protein,I
2,DS7_cereal_bar3.png,55,7,cereal,bar,3,Correlation,Iron,C,0.9994148327618344,Determine which of the last 5 columns is most positively correalated with the first column named 'Iron' ,Carbo,J
2,DS8_cereal_bar4.png,56,8,cereal,bar,4,Correlation,Vitamins,C,0.9994148327618344,Determine which of the last 5 columns is most positively correalated with the first column named 'Vitamins' ,Potassium,L
2,DS9_candy_plain1.png,41,9,candy,plain,1,Correlation,Hard,C,0.9994148327618344,Determine which of the last 5 columns is most positively correalated with the first column named 'Hard' ,Chocolate,L
2,DS10_candy_plain2.png,42,10,candy,plain,2,Correlation,SugarPercent,C,0.9994148327618344,Determine which of the last 5 columns is most positively correalated with the first column named 'SugarPercent' ,Rating,J
2,DS11_candy_plain3.png,43,11,candy,plain,3,Correlation,Rating,C,0.9994148327618344,Determine which of the last 5 columns is most positively correalated with the first column named 'Rating' ,Chocolate,K
2,DS12_candy_plain4.png,44,12,candy,plain,4,Correlation,Hard,C,0.992274757693407,Determine which of the last 5 columns is most positively correalated with the first column named 'Hard' ,Nougat,I
