task id,Table PNG,Table Rendering,Dataset Number,Topic,Condition,Repetition,Task,1Header,1Column,1Par 1,1Prompt,1Answer,1Answer Column / Row
1.0,DS1_anime_plain1.png,33.0,1.0,anime,plain,1.0,Filter,Score,J,80,"In the 'Score' column, count how many cells exceed the value of '80' ",7,J
1.0,DS2_anime_plain2.png,34.0,2.0,anime,plain,2.0,Filter,Plan to Watch,I,70,"In the 'Plan to Watch' column, count how many cells exceed the value of '70' ",6,I
1.0,DS3_anime_plain3.png,35.0,3.0,anime,plain,3.0,Filter,Popularity,G,88,"In the 'Popularity' column, count how many cells exceed the value of '88' ",5,G
1.0,DS4_anime_plain4.png,36.0,4.0,anime,plain,4.0,Filter,Score,K,43,"In the 'Score' column, count how many cells exceed the value of '43' ",8,K
1.0,DS5_cereal_bar1.png,53.0,5.0,cereal,bar,1.0,Filter,Carbo,I,57,"In the 'Carbo' column, count how many cells exceed the value of '57' ",8,I
1.0,DS6_cereal_bar2.png,54.0,6.0,cereal,bar,2.0,Filter,Sodium,H,70,"In the 'Sodium' column, count how many cells exceed the value of '70' ",5,H
1.0,DS7_cereal_bar3.png,55.0,7.0,cereal,bar,3.0,Filter,Carbo,J,45,"In the 'Carbo' column, count how many cells exceed the value of '45' ",6,J
1.0,DS8_cereal_bar4.png,56.0,8.0,cereal,bar,4.0,Filter,Sugars,K,60,"In the 'Sugars' column, count how many cells exceed the value of '60' ",7,K
1.0,DS9_candy_color1.png,9.0,9.0,candy,color,1.0,Filter,Hard,K,66,"In the 'Hard' column, count how many cells exceed the value of '66' ",5,K
1.0,DS10_candy_color2.png,10.0,10.0,candy,color,2.0,Filter,SugarPercent,J,38,"In the 'SugarPercent' column, count how many cells exceed the value of '38' ",8,J
1.0,DS11_candy_color3.png,11.0,11.0,candy,color,3.0,Filter,Caramel,G,50,"In the 'Caramel' column, count how many cells exceed the value of '50' ",7,G
1.0,DS12_candy_color4.png,12.0,12.0,candy,color,4.0,Filter,SugarPercent,I,57,"In the 'SugarPercent' column, count how many cells exceed the value of '57' ",6,I
1.0,DS13_movie_zebra1.png,29.0,13.0,movie,zebra,1.0,Filter,Fandango,H,70,"In the 'Fandango' column, count how many cells exceed the value of '70' ",5,H
1.0,DS14_movie_zebra2.png,30.0,14.0,movie,zebra,2.0,Filter,PluggedIn,I,76,"In the 'PluggedIn' column, count how many cells exceed the value of '76' ",8,I
1.0,DS15_movie_zebra3.png,31.0,15.0,movie,zebra,3.0,Filter,Hulu,J,54,"In the 'Hulu' column, count how many cells exceed the value of '54' ",7,J
1.0,DS16_movie_zebra4.png,32.0,16.0,movie,zebra,4.0,Filter,Metacritic,G,57,"In the 'Metacritic' column, count how many cells exceed the value of '57' ",6,G
2.0,DS1_anime_plain1.png,33.0,1.0,anime,plain,1.0,Correlation,Episodes,C,0.9584557641748676,Determine which of the last 5 columns is most positively correalated with the first column named 'Episodes' ,Completed,I
2.0,DS2_anime_plain2.png,34.0,2.0,anime,plain,2.0,Correlation,Plan to Watch,C,0.9790768125482828,Determine which of the last 5 columns is most positively correalated with the first column named 'Plan to Watch' ,Favorites,L
2.0,DS3_anime_plain3.png,35.0,3.0,anime,plain,3.0,Correlation,Completed,C,0.9922747576934068,Determine which of the last 5 columns is most positively correalated with the first column named 'Completed' ,Episodes,K
2.0,DS4_anime_plain4.png,36.0,4.0,anime,plain,4.0,Correlation,Score,C,0.9994148327618344,Determine which of the last 5 columns is most positively correalated with the first column named 'Score' ,Dropped,J
2.0,DS5_cereal_bar1.png,53.0,5.0,cereal,bar,1.0,Correlation,Potassium,C,0.9994148327618346,Determine which of the last 5 columns is most positively correalated with the first column named 'Potassium' ,Sugars,K
2.0,DS6_cereal_bar2.png,54.0,6.0,cereal,bar,2.0,Correlation,Calories,C,0.9922747576934068,Determine which of the last 5 columns is most positively correalated with the first column named 'Calories' ,Protein,I
2.0,DS7_cereal_bar3.png,55.0,7.0,cereal,bar,3.0,Correlation,Iron,C,0.9994148327618344,Determine which of the last 5 columns is most positively correalated with the first column named 'Iron' ,Carbo,J
2.0,DS8_cereal_bar4.png,56.0,8.0,cereal,bar,4.0,Correlation,Vitamins,C,0.9994148327618344,Determine which of the last 5 columns is most positively correalated with the first column named 'Vitamins' ,Potassium,L
2.0,DS9_candy_color1.png,9.0,9.0,candy,color,1.0,Correlation,Hard,C,0.9994148327618344,Determine which of the last 5 columns is most positively correalated with the first column named 'Hard' ,Chocolate,L
2.0,DS10_candy_color2.png,10.0,10.0,candy,color,2.0,Correlation,SugarPercent,C,0.9994148327618344,Determine which of the last 5 columns is most positively correalated with the first column named 'SugarPercent' ,Rating,J
2.0,DS11_candy_color3.png,11.0,11.0,candy,color,3.0,Correlation,Rating,C,0.9994148327618344,Determine which of the last 5 columns is most positively correalated with the first column named 'Rating' ,Chocolate,K
2.0,DS12_candy_color4.png,12.0,12.0,candy,color,4.0,Correlation,Hard,C,0.992274757693407,Determine which of the last 5 columns is most positively correalated with the first column named 'Hard' ,Nougat,I
2.0,DS13_movie_zebra1.png,29.0,13.0,movie,zebra,1.0,Correlation,Naver,C,0.9922747576934072,Determine which of the last 5 columns is most positively correalated with the first column named 'Naver' ,Roger Ebert,I
2.0,DS14_movie_zebra2.png,30.0,14.0,movie,zebra,2.0,Correlation,MrQE,C,0.9994148327618346,Determine which of the last 5 columns is most positively correalated with the first column named 'MrQE' ,Netflix,L
2.0,DS15_movie_zebra3.png,31.0,15.0,movie,zebra,3.0,Correlation,RottenTomatoes,C,0.9994148327618346,Determine which of the last 5 columns is most positively correalated with the first column named 'RottenTomatoes' ,Netflix,K
2.0,DS16_movie_zebra4.png,32.0,16.0,movie,zebra,4.0,Correlation,IMDB,C,0.9922747576934068,Determine which of the last 5 columns is most positively correalated with the first column named 'IMDB' ,Fandango,J
3.0,DS1_anime_plain1.png,33.0,1.0,anime,plain,1.0,Sort,Plan to Watch,L,60 56 53,"In the 'Plan to Watch' column, give the row names of the animes with the highest 3 values in descending order ",Different Life-Mobile Phone-Great Teacher,13 18 27
3.0,DS2_anime_plain2.png,34.0,2.0,anime,plain,2.0,Sort,Plan to Watch,I,88 86 83,"In the 'Plan to Watch' column, give the row names of the animes with the highest 3 values in descending order ",Connect Angel-Best Humanity-Assassian World,5 18 6
3.0,DS3_anime_plain3.png,35.0,3.0,anime,plain,3.0,Sort,Ranked,J,75 73 71,"In the 'Ranked' column, give the row names of the animes with the highest 3 values in descending order ",Ultra Generation-Connect Angel-Magical Warfare,5 10 11
3.0,DS4_anime_plain4.png,36.0,4.0,anime,plain,4.0,Sort,Score,K,74 73 70,"In the 'Score' column, give the row names of the animes with the highest 3 values in descending order ",Ultra Generation-Mobile Phone-Ultimate horror,6 24 22
3.0,DS5_cereal_bar1.png,53.0,5.0,cereal,bar,1.0,Sort,Calories,H,88 86 83,"In the 'Calories' column, give the row names of the cereals with the highest 3 values in descending order ",Lucky Charms-Smile Maker-Wonderful Chex,5 19 20
3.0,DS6_cereal_bar2.png,54.0,6.0,cereal,bar,2.0,Sort,Potassium,I,71 70 68,"In the 'Potassium' column, give the row names of the cereals with the highest 3 values in descending order ",Froot Loops-Almond Delight-Post Nat,22 3 7
